"gender","coronaVirus","postalCode","loneliness","diarrhea","userId","insomnia","limbPain","coughing","generalHealth","soreThroat","temperature","runnyNose","headache","id","numberOfContacts","timestamp","yearOfBirth",
"2", "1", "93773", "3", "1", "Gauguin", "2", "1", "2", "2", "1", "1", "3", "2", "876-99-4761", "768", "1584829122763", "1960", 
"3", "1", "53159", "5", "2", "Michelangelo", "4", "2", "2", "2", "2", "2", "2", "3", "150-76-6403", "281", "1584830057949", "1997", 
"2", "2", "22110", "3", "2", "Titian", "5", "2", "2", "3", "3", "1", "2", "3", "702-89-5640", "605", "1584829216666", "1957", 
"3", "2", "70660", "4", "2", "Raphael", "5", "3", "1", "4", "2", "2", "2", "1", "316-98-2137", "44", "1584828923027", "1996", 
"2", "2", "79227", "3", "2", "Michelangelo", "2", "2", "1", "5", "3", "2", "2", "2", "153-20-0627", "237", "1584828895735", "1963", 
"2", "2", "28474", "5", "1", "Magritte", "1", "2", "1", "1", "1", "2", "3", "2", "420-69-7607", "29", "1584829704649", "1978", 
"2", "2", "70484", "2", "1", "Pissarro", "4", "2", "1", "4", "1", "1", "1", "1", "137-11-8078", "22", "1584829107766", "1986", 
"2", "2", "84775", "2", "1", "Magritte", "3", "2", "2", "1", "3", "2", "2", "2", "823-83-0612", "508", "1584828986640", "1993", 
"1", "2", "68809", "2", "2", "Caravaggio", "4", "2", "1", "5", "2", "2", "2", "1", "743-97-4958", "499", "1584829038600", "1971", 
"2", "1", "95498", "5", "1", "Ansel Adams", "3", "2", "2", "4", "1", "1", "2", "2", "087-43-2482", "121", "1584829661142", "1972", 
"1", "2", "47801", "1", "2", "Manet", "4", "1", "2", "4", "1", "2", "2", "2", "127-30-3039", "733", "1584829010296", "1983", 
"2", "1", "36787", "5", "2", "Botticelli", "4", "2", "1", "2", "2", "3", "2", "2", "834-75-8699", "919", "1584829247517", "1992", 
"1", "1", "83460", "1", "2", "Michelangelo", "3", "1", "3", "2", "2", "1", "2", "2", "515-69-0590", "271", "1584829095087", "1970", 
"2", "2", "60907", "4", "1", "Joan Miro", "4", "2", "1", "2", "1", "1", "2", "2", "539-47-6740", "797", "1584829692086", "1956", 
"3", "2", "55391", "3", "1", "Botticelli", "5", "2", "2", "5", "2", "1", "2", "3", "190-32-7857", "322", "1584828940535", "1975", 
"2", "2", "90046", "2", "1", "Diego Rivera", "3", "1", "2", "1", "1", "1", "2", "2", "578-73-9406", "969", "1584829922852", "1982", 
"2", "2", "66691", "4", "2", "Munch", "5", "1", "2", "3", "1", "2", "2", "1", "269-01-7318", "647", "1584829857262", "1955", 
"3", "2", "14905", "1", "1", "Bernini", "3", "2", "3", "2", "3", "2", "3", "2", "440-55-7454", "557", "1584829625032", "2001", 
"2", "2", "60421", "4", "2", "Gauguin", "5", "2", "2", "1", "2", "2", "1", "2", "474-50-0013", "160", "1584829215035", "1999", 
"2", "2", "89233", "5", "1", "Warhol", "1", "2", "2", "3", "2", "2", "1", "2", "671-19-8038", "804", "1584829038577", "1999", 
"2", "3", "96140", "5", "2", "Klimt", "4", "2", "2", "2", "2", "3", "2", "2", "700-06-9398", "580", "1584828907013", "1966", 
"3", "3", "91202", "4", "1", "Matisse", "4", "2", "1", "2", "2", "2", "2", "2", "386-09-9145", "112", "1584828874895", "1973", 
"1", "2", "18426", "3", "1", "Warhol", "4", "2", "2", "2", "3", "1", "2", "2", "200-78-7705", "78", "1584829972589", "1955", 
"2", "3", "15965", "5", "2", "Vettriano", "2", "2", "2", "4", "3", "2", "3", "2", "800-04-2788", "173", "1584829040090", "1995", 
"2", "1", "83497", "2", "2", "Matisse", "5", "2", "1", "4", "2", "2", "1", "2", "430-29-0739", "569", "1584828925400", "1950", 
"1", "1", "90954", "5", "2", "Edward Hopper", "1", "2", "1", "4", "2", "1", "2", "3", "812-30-9774", "280", "1584830165400", "1967", 
"3", "2", "93397", "3", "2", "Dali", "4", "1", "1", "3", "2", "2", "2", "2", "733-30-8553", "136", "1584830220081", "1979", 
"2", "3", "87125", "4", "2", "Gauguin", "2", "2", "1", "5", "3", "1", "2", "2", "505-88-8126", "55", "1584829716254", "1964", 
"2", "1", "41862", "4", "1", "Joan Miro", "3", "2", "3", "5", "2", "2", "2", "2", "446-62-1560", "353", "1584828885774", "1992", 
"1", "1", "93867", "4", "1", "Escher", "2", "1", "1", "1", "2", "2", "2", "2", "502-48-6821", "257", "1584829110879", "1990", 
"1", "1", "45192", "2", "2", "Degas", "2", "2", "2", "3", "2", "1", "1", "2", "472-47-9773", "659", "1584829782238", "1990", 
"1", "2", "69142", "5", "1", "Rembrandt", "1", "1", "1", "2", "1", "1", "2", "1", "204-10-6667", "551", "1584830007902", "1974", 
"2", "2", "89687", "3", "1", "Klimt", "4", "1", "2", "5", "3", "2", "1", "2", "018-90-9283", "646", "1584829833637", "1957", 
"1", "2", "51082", "3", "2", "Manet", "2", "1", "2", "2", "3", "2", "1", "1", "321-59-9257", "742", "1584828886409", "1999", 
"2", "2", "13871", "5", "2", "Pollock", "5", "1", "1", "2", "2", "1", "2", "2", "214-67-1475", "786", "1584830167711", "1954", 
"2", "2", "69582", "4", "1", "Da Vinci", "5", "2", "2", "4", "1", "2", "3", "1", "015-82-6028", "606", "1584829247369", "1950", 
"1", "1", "17372", "3", "2", "Durer", "2", "3", "2", "2", "2", "2", "1", "2", "222-08-0462", "714", "1584828928535", "1967", 
"2", "2", "99078", "5", "2", "Rubens", "2", "1", "2", "1", "1", "2", "2", "2", "018-15-1129", "758", "1584829658286", "1964", 
"3", "2", "48449", "5", "1", "Donatello", "2", "1", "1", "3", "2", "2", "1", "2", "888-25-5399", "137", "1584828942192", "1999", 
"2", "1", "88621", "3", "2", "Cezanne", "4", "2", "2", "3", "1", "2", "2", "1", "604-92-4893", "672", "1584829468768", "1955", 
"2", "3", "61469", "2", "2", "Vincent", "3", "1", "2", "1", "1", "3", "2", "3", "601-42-6933", "690", "1584830199131", "1976", 
"2", "2", "57673", "3", "1", "Joan Miro", "1", "2", "1", "2", "1", "2", "2", "2", "037-44-8084", "565", "1584828927389", "1970", 
"2", "2", "71892", "5", "1", "Diego Rivera", "2", "2", "2", "3", "2", "1", "1", "2", "006-74-7661", "523", "1584829392206", "1990", 
"2", "3", "85795", "2", "1", "Matisse", "3", "1", "2", "4", "1", "2", "1", "2", "468-04-5791", "598", "1584829767412", "1983", 
"3", "2", "20076", "3", "1", "Pissarro", "5", "2", "1", "1", "2", "1", "2", "2", "422-79-2885", "889", "1584830065375", "1961", 
"2", "1", "31220", "3", "2", "Ansel Adams", "4", "2", "2", "4", "2", "2", "1", "2", "566-37-8820", "670", "1584830040554", "1967", 
"1", "2", "47108", "5", "2", "Rubens", "5", "2", "3", "5", "3", "2", "1", "2", "165-46-3913", "866", "1584828895133", "1985", 
"1", "3", "71289", "3", "1", "Vincent", "4", "2", "2", "3", "2", "2", "2", "3", "572-21-0807", "143", "1584829541627", "1964", 
"3", "2", "90778", "4", "1", "Joan Miro", "4", "1", "2", "3", "1", "2", "2", "3", "822-58-4621", "942", "1584829487472", "2000", 
"2", "2", "47562", "4", "2", "Munch", "2", "2", "1", "4", "2", "3", "3", "2", "162-34-8827", "216", "1584828904493", "1955", 
"3", "2", "26491", "5", "2", "Rothko", "3", "2", "1", "4", "2", "2", "1", "2", "720-24-5349", "710", "1584828961260", "1980", 
"3", "3", "41616", "1", "1", "Escher", "2", "2", "2", "2", "2", "2", "2", "3", "018-61-1520", "258", "1584829643536", "1965", 
"2", "1", "83804", "3", "1", "Seurat", "4", "1", "2", "5", "2", "2", "2", "2", "435-46-3369", "525", "1584829717944", "2003", 
"2", "2", "82523", "5", "2", "Cassatt", "5", "2", "2", "1", "2", "1", "2", "3", "621-55-9351", "59", "1584830063768", "1982", 
"2", "3", "18251", "2", "2", "Picasso", "1", "2", "2", "3", "2", "2", "2", "1", "696-46-6840", "961", "1584829805765", "1983", 
"2", "1", "78218", "3", "1", "Cezanne", "4", "2", "1", "2", "3", "1", "3", "2", "441-21-9270", "323", "1584829851194", "1959", 
"2", "2", "97567", "5", "2", "Monet", "2", "1", "2", "3", "2", "1", "1", "1", "170-21-4978", "98", "1584829437382", "1973", 
"2", "2", "63191", "4", "1", "Monet", "3", "1", "3", "5", "1", "3", "3", "2", "081-54-4379", "114", "1584829181782", "1998", 
"2", "1", "59951", "1", "1", "Bernini", "5", "2", "2", "5", "2", "1", "3", "2", "431-18-6586", "862", "1584828897492", "1956", 
"1", "1", "22810", "2", "1", "Kandinsky", "2", "2", "2", "2", "1", "2", "2", "3", "841-69-6816", "307", "1584829201801", "1969", 
"2", "1", "64966", "4", "2", "Botticelli", "2", "1", "2", "4", "3", "2", "2", "1", "887-10-6202", "133", "1584828894330", "1974", 
"2", "2", "81348", "1", "2", "Kahlo", "5", "2", "3", "4", "1", "2", "2", "2", "777-94-8954", "753", "1584829646064", "2002", 
"1", "3", "67255", "5", "2", "Cezanne", "4", "2", "3", "4", "1", "2", "2", "1", "049-72-8225", "459", "1584828897265", "1994", 
"3", "2", "61624", "1", "1", "Da Vinci", "4", "2", "2", "3", "2", "3", "2", "1", "235-07-9996", "581", "1584829102938", "1997", 
"1", "2", "48083", "5", "1", "Kandinsky", "1", "2", "2", "4", "2", "2", "1", "2", "446-80-1181", "372", "1584830185260", "1966", 
"1", "1", "64128", "3", "2", "Cassatt", "4", "2", "2", "1", "2", "1", "2", "2", "607-16-7950", "235", "1584828896508", "1972", 
"2", "2", "92568", "4", "1", "Gauguin", "5", "2", "3", "5", "2", "2", "3", "3", "327-67-5024", "134", "1584829069835", "1970", 
"2", "3", "13030", "3", "2", "Kahlo", "4", "1", "2", "1", "2", "1", "1", "2", "320-31-2481", "54", "1584828889615", "1978", 
"2", "2", "46708", "1", "2", "Michelangelo", "5", "2", "2", "2", "3", "1", "1", "2", "058-29-1392", "150", "1584829300980", "1971", 
"2", "2", "88488", "5", "2", "Da Vinci", "5", "3", "2", "4", "3", "2", "2", "2", "228-91-8623", "224", "1584829972724", "1975", 
"2", "2", "95428", "1", "1", "Bernini", "4", "1", "1", "5", "2", "2", "2", "2", "779-11-5834", "785", "1584829913375", "1960", 
"2", "2", "62510", "2", "2", "Paul Klee", "2", "2", "2", "3", "1", "1", "2", "2", "594-17-8924", "844", "1584829208819", "1978", 
"2", "2", "16402", "3", "2", "Klimt", "2", "2", "3", "2", "1", "2", "2", "3", "444-74-5022", "104", "1584829232770", "1963", 
"2", "2", "69766", "4", "1", "Rubens", "2", "1", "3", "3", "2", "2", "2", "3", "534-54-4011", "566", "1584828912069", "1972", 
"2", "3", "39359", "2", "2", "Ansel Adams", "2", "2", "1", "2", "2", "3", "1", "3", "332-37-7959", "885", "1584829949168", "1971", 
"2", "1", "97039", "2", "2", "Winslow Homer", "3", "1", "3", "5", "3", "2", "2", "2", "158-30-6679", "725", "1584829095155", "1997", 
"1", "1", "60381", "4", "2", "Kandinsky", "3", "1", "2", "5", "2", "2", "1", "2", "194-35-4446", "926", "1584828903888", "1979", 
"1", "2", "50638", "3", "2", "Caravaggio", "4", "2", "1", "3", "2", "3", "3", "2", "322-66-0850", "767", "1584829547955", "1965", 
"2", "2", "23840", "3", "2", "Seurat", "5", "1", "2", "2", "2", "1", "2", "2", "148-91-7418", "3", "1584830075438", "1979", 
"2", "1", "20451", "3", "1", "Manet", "3", "2", "2", "4", "2", "3", "1", "2", "207-58-6620", "921", "1584830160031", "1954", 
"2", "2", "29545", "4", "2", "Vincent", "2", "1", "2", "5", "1", "2", "2", "2", "492-53-3403", "550", "1584829873095", "1954", 
"2", "2", "70038", "1", "2", "Klimt", "5", "2", "1", "5", "2", "3", "1", "2", "732-55-9922", "198", "1584829397971", "2000", 
"3", "2", "70931", "3", "2", "Durer", "5", "2", "3", "3", "2", "2", "2", "1", "844-58-2902", "908", "1584829219477", "1960", 
"2", "2", "58206", "3", "1", "Donatello", "4", "3", "2", "3", "2", "2", "1", "1", "119-23-6858", "596", "1584828912276", "1997", 
"1", "2", "29384", "5", "1", "Paul Klee", "2", "3", "2", "4", "2", "2", "3", "2", "504-88-7590", "472", "1584829576433", "1952", 
"2", "1", "32341", "3", "1", "El Greco", "3", "2", "2", "3", "2", "3", "2", "2", "184-95-7262", "24", "1584829624743", "1987", 
"1", "1", "88310", "3", "2", "Matisse", "2", "3", "2", "4", "2", "2", "2", "2", "413-05-3717", "867", "1584830215283", "1956", 
"3", "1", "89017", "3", "2", "Munch", "1", "2", "1", "2", "2", "2", "1", "2", "669-18-6861", "962", "1584829414860", "1969", 
"1", "2", "95685", "2", "2", "Joan Miro", "2", "1", "3", "2", "1", "3", "2", "2", "244-83-0703", "790", "1584830005140", "1972", 
"2", "2", "20462", "3", "1", "Donatello", "5", "2", "2", "4", "2", "2", "2", "1", "877-70-3760", "564", "1584828953939", "1981", 
"2", "3", "81489", "1", "1", "Da Vinci", "4", "1", "2", "3", "2", "3", "1", "2", "617-69-1336", "927", "1584829129439", "1981", 
"1", "2", "67943", "2", "1", "Renoir", "4", "2", "3", "2", "2", "3", "2", "1", "258-69-9474", "499", "1584828898532", "1961", 
"2", "2", "39990", "2", "2", "Joan Miro", "5", "2", "1", "4", "1", "2", "1", "2", "370-07-6615", "287", "1584829546256", "1977", 
"3", "3", "87565", "4", "2", "El Greco", "2", "1", "1", "3", "2", "1", "1", "2", "107-42-8120", "551", "1584829543051", "1982", 
"1", "2", "45497", "5", "2", "Edward Hopper", "4", "1", "2", "4", "2", "1", "3", "2", "033-35-2231", "190", "1584830097925", "1978", 
"2", "3", "31149", "3", "1", "Diego Rivera", "3", "2", "3", "3", "2", "1", "1", "2", "101-25-1974", "558", "1584829217896", "1987", 
"1", "2", "39823", "3", "2", "Manet", "1", "1", "2", "5", "2", "1", "2", "2", "611-79-7673", "215", "1584829884268", "1999", 
"2", "2", "78865", "5", "1", "Klimt", "2", "2", "2", "5", "2", "2", "1", "1", "640-87-1210", "734", "1584829304313", "1960", 
"1", "1", "93018", "3", "2", "Pollock", "2", "3", "1", "3", "2", "2", "2", "2", "300-78-5131", "575", "1584828886970", "1960", 
"2", "1", "24160", "3", "2", "Caravaggio", "1", "3", "1", "5", "2", "2", "1", "1", "267-13-3443", "239", "1584829368622", "1980", 
"2", "1", "93471", "2", "1", "Picasso", "3", "2", "1", "5", "1", "2", "2", "1", "895-77-5583", "195", "1584828898267", "1999", 
"2", "2", "52579", "3", "2", "Warhol", "4", "2", "1", "4", "2", "2", "2", "1", "877-89-1913", "193", "1584828951235", "1955", 
"1", "2", "15358", "4", "2", "Magritte", "1", "2", "2", "2", "1", "2", "2", "2", "494-72-7699", "311", "1584829117749", "1974", 
"2", "2", "96454", "4", "1", "Klimt", "2", "3", "2", "2", "2", "2", "1", "2", "048-33-5651", "867", "1584829411592", "1956", 
"2", "2", "23506", "2", "2", "Joan Miro", "5", "2", "2", "2", "3", "2", "1", "2", "211-47-6044", "250", "1584829683325", "1981", 
"2", "2", "35549", "2", "2", "Degas", "2", "2", "2", "2", "3", "1", "2", "2", "626-70-4755", "154", "1584829770200", "1989", 
"1", "1", "32587", "1", "1", "Munch", "2", "2", "3", "1", "2", "1", "2", "1", "636-69-7709", "545", "1584828927201", "2001", 
"2", "2", "60515", "3", "2", "Kahlo", "1", "2", "2", "2", "3", "1", "2", "2", "194-35-5455", "762", "1584829727276", "1971", 
"1", "1", "10963", "5", "1", "Monet", "4", "2", "2", "4", "2", "2", "2", "2", "516-72-0230", "369", "1584829216603", "1982", 
"2", "2", "54293", "2", "1", "Monet", "5", "3", "2", "4", "3", "2", "2", "2", "884-78-8215", "794", "1584830165134", "1978", 
"1", "1", "96847", "2", "2", "Gauguin", "1", "1", "3", "1", "2", "2", "2", "2", "826-47-7865", "464", "1584829876539", "2002", 
"2", "1", "66408", "5", "1", "Titian", "3", "2", "2", "4", "2", "2", "3", "2", "792-22-4441", "194", "1584828890561", "1982", 
"1", "2", "31369", "4", "1", "Dali", "1", "2", "2", "3", "2", "2", "1", "1", "815-95-7199", "777", "1584829379716", "1997", 
"2", "2", "35359", "3", "1", "Renoir", "1", "3", "2", "3", "2", "2", "3", "1", "689-76-2708", "153", "1584829532098", "1994", 
"2", "3", "54933", "2", "2", "Titian", "5", "2", "2", "2", "2", "2", "1", "1", "625-68-0626", "830", "1584830098624", "1984", 
"1", "2", "12450", "2", "2", "Degas", "5", "1", "2", "3", "2", "1", "2", "3", "431-33-3928", "517", "1584829338046", "1974", 
"1", "2", "86457", "1", "2", "Escher", "3", "2", "2", "5", "2", "2", "1", "3", "558-58-5002", "584", "1584829439236", "1991", 
"3", "2", "94051", "4", "1", "Magritte", "2", "2", "1", "2", "2", "2", "3", "2", "893-02-2539", "347", "1584829026741", "1954", 
"2", "2", "78208", "3", "1", "Renoir", "3", "1", "2", "5", "3", "1", "3", "2", "150-36-1600", "541", "1584829755576", "1990", 
"2", "2", "23097", "4", "2", "Joan Miro", "4", "2", "2", "2", "2", "2", "1", "2", "079-05-4027", "917", "1584828921617", "1965", 
"1", "2", "82585", "4", "2", "Caravaggio", "4", "1", "1", "4", "1", "2", "2", "2", "109-77-0731", "571", "1584829476218", "1979", 
"1", "1", "54771", "2", "2", "Seurat", "1", "1", "1", "5", "2", "2", "2", "3", "032-05-8098", "843", "1584829582115", "1983", 
"2", "2", "21791", "5", "2", "Picasso", "1", "1", "2", "2", "1", "3", "2", "1", "752-53-3729", "217", "1584829981171", "1971", 
"2", "2", "89104", "4", "2", "Rothko", "4", "3", "2", "2", "2", "2", "2", "1", "864-35-1829", "898", "1584829941043", "1997", 
"2", "2", "66236", "2", "1", "Rembrandt", "4", "2", "1", "4", "1", "1", "2", "1", "177-13-2411", "788", "1584828889159", "1951", 
"2", "1", "25430", "3", "2", "Ansel Adams", "3", "1", "2", "4", "2", "2", "2", "2", "214-36-5652", "912", "1584829509483", "1984", 
"1", "2", "16303", "5", "2", "Caravaggio", "1", "2", "2", "5", "1", "2", "3", "2", "652-26-3827", "104", "1584828886158", "1999", 
"2", "2", "82599", "2", "1", "Edward Hopper", "4", "1", "2", "1", "2", "2", "1", "3", "558-87-2443", "126", "1584829655462", "1985", 
"2", "2", "97528", "2", "1", "Dali", "1", "2", "1", "1", "2", "2", "2", "2", "383-38-9205", "440", "1584830190120", "1961", 
"2", "2", "99629", "2", "2", "Diego Rivera", "4", "2", "2", "3", "2", "3", "1", "3", "561-80-5193", "98", "1584829586694", "1959", 
"2", "2", "45334", "2", "1", "Vettriano", "2", "2", "2", "5", "3", "2", "1", "2", "837-36-6341", "751", "1584830230416", "1987", 
"2", "2", "28607", "4", "1", "Rubens", "5", "1", "2", "3", "1", "2", "2", "1", "419-78-2372", "426", "1584829244297", "1975", 
"2", "1", "27460", "3", "2", "Munch", "3", "1", "2", "4", "2", "1", "2", "2", "403-91-5936", "631", "1584829576588", "1969", 
"3", "2", "24726", "3", "2", "Vincent", "5", "1", "2", "3", "1", "3", "2", "2", "535-65-3862", "358", "1584828876773", "1994", 
"2", "2", "70912", "2", "1", "Bernini", "4", "2", "1", "1", "3", "2", "2", "2", "057-64-3930", "90", "1584829975377", "1957", 
"3", "2", "28379", "3", "1", "Pollock", "2", "1", "2", "2", "2", "1", "2", "1", "751-10-9703", "856", "1584829323158", "1993", 
"2", "2", "57700", "2", "1", "El Greco", "2", "2", "2", "1", "1", "1", "2", "2", "107-75-5110", "687", "1584828926157", "1983", 
"1", "1", "90184", "1", "1", "Cassatt", "2", "2", "2", "3", "1", "2", "1", "2", "455-11-8981", "28", "1584829320352", "1967", 
"1", "2", "16878", "5", "1", "Da Vinci", "2", "3", "3", "5", "2", "2", "1", "2", "153-87-0080", "314", "1584829016595", "1991", 
"1", "2", "85821", "5", "1", "Warhol", "4", "1", "2", "3", "3", "2", "1", "2", "267-85-9697", "299", "1584828923316", "1964", 
"2", "3", "78295", "2", "2", "Seurat", "3", "1", "2", "4", "2", "3", "2", "1", "486-28-6630", "784", "1584829153635", "1956", 
"2", "2", "37464", "2", "1", "Cassatt", "5", "1", "1", "3", "2", "2", "1", "2", "714-61-8968", "947", "1584828952041", "1953", 
"2", "2", "71843", "2", "2", "Pollock", "3", "1", "3", "3", "1", "2", "2", "2", "025-63-8032", "29", "1584829826186", "1985", 
"2", "2", "97167", "4", "2", "Escher", "5", "2", "1", "5", "2", "3", "2", "1", "568-79-4103", "157", "1584830181953", "1966", 
"2", "1", "29992", "5", "2", "Warhol", "4", "2", "1", "3", "1", "2", "1", "2", "424-66-9285", "688", "1584829747713", "1996", 
"2", "2", "27155", "3", "2", "Durer", "5", "1", "3", "5", "1", "1", "3", "2", "405-17-7322", "594", "1584829935416", "1968", 
"2", "1", "40447", "2", "2", "Titian", "2", "1", "2", "5", "2", "2", "2", "1", "165-10-4082", "669", "1584830112609", "1979", 
"2", "2", "89593", "5", "2", "Cassatt", "2", "2", "2", "2", "1", "1", "2", "2", "756-33-3935", "940", "1584829867415", "1988", 
"3", "2", "74728", "4", "1", "Raphael", "5", "2", "2", "2", "2", "2", "1", "2", "210-49-9371", "767", "1584828918823", "1956", 
"2", "1", "25753", "5", "1", "Rembrandt", "5", "2", "2", "3", "1", "2", "2", "2", "012-85-5805", "325", "1584828919357", "1990", 
"1", "3", "14141", "5", "2", "Edward Hopper", "5", "1", "3", "4", "1", "2", "2", "2", "595-04-4252", "501", "1584830002417", "2000", 
"2", "3", "95094", "3", "1", "El Greco", "4", "1", "2", "3", "1", "2", "1", "2", "518-22-8738", "680", "1584829091509", "1961", 
"2", "2", "78501", "3", "1", "Warhol", "2", "2", "2", "5", "1", "1", "3", "2", "302-90-9537", "228", "1584829069686", "1961", 
"2", "2", "35114", "2", "2", "Raphael", "2", "3", "3", "4", "2", "1", "3", "2", "406-10-2461", "707", "1584829781988", "1965", 
"3", "2", "28984", "2", "1", "Bernini", "2", "2", "2", "1", "2", "2", "1", "2", "028-50-2572", "737", "1584828923166", "1960", 
"2", "3", "62315", "2", "2", "Magritte", "4", "1", "1", "1", "2", "2", "2", "1", "571-95-8658", "463", "1584829630297", "1992", 
"1", "2", "90329", "3", "1", "Seurat", "5", "2", "2", "2", "2", "3", "2", "1", "265-93-3378", "949", "1584828983904", "1974", 
"2", "2", "45735", "5", "2", "Winslow Homer", "5", "2", "2", "2", "1", "2", "2", "2", "659-89-6998", "831", "1584829349864", "1965", 
"2", "2", "43436", "5", "2", "Pollock", "2", "1", "3", "2", "2", "1", "2", "2", "035-49-1664", "158", "1584829029885", "1998", 
"2", "2", "38459", "3", "2", "Monet", "5", "1", "2", "4", "2", "1", "1", "2", "406-66-2498", "498", "1584828922960", "1954", 
"1", "1", "14573", "2", "2", "Caravaggio", "4", "1", "2", "5", "2", "3", "1", "2", "169-73-0942", "35", "1584829235482", "1954", 
"1", "2", "91808", "4", "2", "Munch", "2", "2", "1", "3", "2", "1", "1", "2", "710-74-6874", "491", "1584829253452", "1986", 
"1", "2", "23395", "2", "2", "Winslow Homer", "3", "1", "1", "4", "2", "1", "3", "3", "083-83-0767", "478", "1584829428033", "1973", 
"3", "2", "37609", "4", "1", "Matisse", "5", "1", "3", "5", "2", "1", "2", "2", "640-01-6890", "227", "1584830020888", "1976", 
"1", "1", "33583", "2", "1", "Pissarro", "3", "1", "2", "2", "1", "2", "1", "2", "123-58-8252", "646", "1584828952110", "1971", 
"2", "1", "33191", "5", "2", "Diego Rivera", "2", "1", "1", "1", "1", "1", "2", "3", "406-91-7360", "534", "1584829495363", "1973", 
"1", "1", "85499", "4", "2", "Edward Hopper", "2", "2", "2", "4", "2", "2", "2", "2", "778-38-2579", "617", "1584829611156", "1985", 
"1", "2", "55383", "3", "1", "Dali", "2", "2", "2", "1", "1", "2", "1", "3", "014-40-4709", "61", "1584829164855", "1989", 
"2", "2", "61516", "4", "1", "Kandinsky", "2", "1", "2", "2", "2", "1", "1", "2", "344-84-7516", "90", "1584828912491", "2002", 
"1", "2", "31341", "4", "2", "Seurat", "3", "3", "2", "5", "2", "2", "2", "2", "859-43-3093", "84", "1584829434115", "1987", 
"2", "3", "44183", "2", "2", "Durer", "5", "1", "2", "4", "3", "2", "1", "3", "428-74-3014", "141", "1584828939467", "1975", 
"2", "2", "76403", "5", "2", "Picasso", "3", "2", "1", "5", "1", "2", "2", "2", "783-53-1424", "380", "1584829147744", "1995", 
"2", "1", "61441", "3", "2", "Paul Klee", "5", "1", "2", "5", "2", "2", "1", "1", "441-19-2912", "819", "1584829866363", "1982", 
"3", "2", "46082", "4", "1", "Degas", "2", "2", "2", "5", "3", "3", "2", "2", "774-98-3211", "978", "1584829790390", "1956", 
"3", "2", "35595", "3", "2", "Picasso", "1", "2", "2", "3", "2", "1", "2", "3", "216-28-6795", "160", "1584829519414", "1969", 
"3", "1", "80088", "2", "1", "Cassatt", "5", "1", "2", "3", "3", "1", "3", "2", "265-28-9829", "145", "1584828952846", "1960", 
"3", "3", "70001", "2", "1", "Titian", "2", "2", "2", "3", "1", "1", "2", "2", "331-04-6230", "159", "1584828923736", "1969", 
"2", "2", "78024", "2", "2", "Magritte", "2", "1", "3", "3", "3", "2", "2", "2", "798-25-7219", "311", "1584829892258", "1966", 
"2", "2", "61716", "1", "2", "Rothko", "2", "1", "1", "4", "2", "3", "3", "2", "859-11-5956", "801", "1584829682036", "1994", 
"2", "1", "75454", "5", "2", "Matisse", "3", "2", "2", "1", "2", "2", "1", "2", "101-50-5324", "550", "1584829628005", "1951", 
"2", "2", "82719", "4", "2", "Kandinsky", "5", "1", "2", "4", "2", "3", "2", "1", "521-64-6518", "278", "1584828930334", "1992", 
"2", "2", "53110", "2", "1", "Renoir", "5", "2", "2", "4", "2", "3", "1", "3", "190-86-8042", "302", "1584828932895", "1981", 
"1", "1", "45848", "5", "2", "Warhol", "4", "1", "2", "4", "2", "1", "2", "2", "210-48-6966", "340", "1584828906575", "1992", 
"2", "1", "90474", "2", "2", "Gauguin", "4", "2", "1", "2", "1", "1", "1", "1", "279-39-4785", "522", "1584829075152", "1997", 
"1", "2", "92095", "4", "2", "Pollock", "4", "1", "2", "3", "1", "2", "2", "2", "756-82-6100", "827", "1584830042281", "1992", 
"3", "2", "69793", "1", "2", "Pollock", "3", "2", "2", "1", "3", "2", "3", "2", "544-27-4048", "333", "1584828928491", "1959", 
"1", "2", "87577", "4", "1", "Renoir", "4", "2", "3", "2", "1", "1", "1", "1", "740-04-8467", "261", "1584828980321", "1967", 
"3", "2", "86934", "1", "2", "Gauguin", "2", "2", "3", "5", "1", "2", "3", "3", "463-24-6528", "50", "1584829356339", "1976", 
"2", "1", "55136", "4", "2", "Manet", "4", "2", "2", "4", "1", "1", "2", "2", "542-01-1587", "130", "1584829817032", "1950", 
"1", "2", "65559", "3", "2", "Seurat", "1", "2", "3", "3", "2", "2", "3", "2", "732-52-3659", "495", "1584830101653", "1972", 
"2", "3", "88960", "2", "1", "Vettriano", "5", "2", "2", "1", "3", "1", "3", "1", "429-63-4055", "894", "1584829003371", "1992", 
"1", "3", "76000", "4", "2", "Botticelli", "3", "1", "3", "2", "1", "1", "1", "1", "319-22-7837", "881", "1584830222780", "1979", 
"2", "3", "62045", "2", "2", "Rothko", "4", "1", "2", "2", "2", "1", "3", "1", "518-80-7280", "670", "1584830235689", "1977", 
"2", "2", "17782", "2", "1", "Renoir", "4", "1", "1", "3", "2", "1", "2", "3", "457-76-5707", "666", "1584829763955", "1968", 
"1", "1", "86857", "5", "2", "Gauguin", "2", "1", "3", "4", "1", "1", "1", "2", "346-33-5279", "131", "1584828928577", "1994", 
"2", "2", "76981", "2", "1", "Cezanne", "2", "1", "1", "4", "2", "2", "3", "2", "565-26-8882", "623", "1584830142837", "1987", 
"2", "2", "31922", "3", "2", "Rubens", "3", "2", "2", "2", "1", "2", "2", "1", "668-84-6307", "559", "1584828917320", "1957", 
